dags,aldur,variable,median,upper
2020-04-16,[0 - 9],cases,3,14
2020-04-16,[10 - 19],cases,15,55
2020-04-16,[20 - 29],cases,32,109
2020-04-16,[30 - 39],cases,40,131
2020-04-16,[40 - 49],cases,70,224
2020-04-16,[50 - 59],cases,54,175
2020-04-16,[60 - 69],cases,41,134
2020-04-16,[70 - 79],cases,7,28
2020-04-16,80+,cases,1,6
2020-04-16,[0 - 9],hospital,0,0
2020-04-16,[10 - 19],hospital,0,1
2020-04-16,[20 - 29],hospital,0,3
2020-04-16,[30 - 39],hospital,1,7
2020-04-16,[40 - 49],hospital,3,15
2020-04-16,[50 - 59],hospital,5,23
2020-04-16,[60 - 69],hospital,7,27
2020-04-16,[70 - 79],hospital,2,9
2020-04-16,80+,hospital,0,2
2020-04-16,[0 - 9],serious,NA,NA
2020-04-16,[10 - 19],serious,NA,NA
2020-04-16,[20 - 29],serious,NA,NA
2020-04-16,[30 - 39],serious,NA,NA
2020-04-16,[40 - 49],serious,NA,NA
2020-04-16,[50 - 59],serious,NA,NA
2020-04-16,[60 - 69],serious,NA,NA
2020-04-16,[70 - 79],serious,NA,NA
2020-04-16,80+,serious,NA,NA
2020-04-17,[0 - 9],cases,3,13
2020-04-17,[10 - 19],cases,13,52
2020-04-17,[20 - 29],cases,29,104
2020-04-17,[30 - 39],cases,35,124
2020-04-17,[40 - 49],cases,63,211
2020-04-17,[50 - 59],cases,48,165
2020-04-17,[60 - 69],cases,36,127
2020-04-17,[70 - 79],cases,6,27
2020-04-17,80+,cases,1,6
2020-04-17,[0 - 9],hospital,0,0
2020-04-17,[10 - 19],hospital,0,1
2020-04-17,[20 - 29],hospital,0,3
2020-04-17,[30 - 39],hospital,1,7
2020-04-17,[40 - 49],hospital,3,15
2020-04-17,[50 - 59],hospital,5,22
2020-04-17,[60 - 69],hospital,6,26
2020-04-17,[70 - 79],hospital,1,9
2020-04-17,80+,hospital,0,2
2020-04-17,[0 - 9],serious,NA,NA
2020-04-17,[10 - 19],serious,NA,NA
2020-04-17,[20 - 29],serious,NA,NA
2020-04-17,[30 - 39],serious,NA,NA
2020-04-17,[40 - 49],serious,NA,NA
2020-04-17,[50 - 59],serious,NA,NA
2020-04-17,[60 - 69],serious,NA,NA
2020-04-17,[70 - 79],serious,NA,NA
2020-04-17,80+,serious,NA,NA
2020-04-18,[0 - 9],cases,2,13
2020-04-18,[10 - 19],cases,12,49
2020-04-18,[20 - 29],cases,25,98
2020-04-18,[30 - 39],cases,31,117
2020-04-18,[40 - 49],cases,55,199
2020-04-18,[50 - 59],cases,42,155
2020-04-18,[60 - 69],cases,32,120
2020-04-18,[70 - 79],cases,5,25
2020-04-18,80+,cases,1,5
2020-04-18,[0 - 9],hospital,0,0
2020-04-18,[10 - 19],hospital,0,1
2020-04-18,[20 - 29],hospital,0,3
2020-04-18,[30 - 39],hospital,1,6
2020-04-18,[40 - 49],hospital,3,14
2020-04-18,[50 - 59],hospital,4,20
2020-04-18,[60 - 69],hospital,5,24
2020-04-18,[70 - 79],hospital,1,8
2020-04-18,80+,hospital,0,2
2020-04-18,[0 - 9],serious,NA,NA
2020-04-18,[10 - 19],serious,NA,NA
2020-04-18,[20 - 29],serious,NA,NA
2020-04-18,[30 - 39],serious,NA,NA
2020-04-18,[40 - 49],serious,NA,NA
2020-04-18,[50 - 59],serious,NA,NA
2020-04-18,[60 - 69],serious,NA,NA
2020-04-18,[70 - 79],serious,NA,NA
2020-04-18,80+,serious,NA,NA
2020-04-19,[0 - 9],cases,2,12
2020-04-19,[10 - 19],cases,10,46
2020-04-19,[20 - 29],cases,22,91
2020-04-19,[30 - 39],cases,27,109
2020-04-19,[40 - 49],cases,48,185
2020-04-19,[50 - 59],cases,37,145
2020-04-19,[60 - 69],cases,28,112
2020-04-19,[70 - 79],cases,5,24
2020-04-19,80+,cases,1,5
2020-04-19,[0 - 9],hospital,0,0
2020-04-19,[10 - 19],hospital,0,1
2020-04-19,[20 - 29],hospital,0,3
2020-04-19,[30 - 39],hospital,1,6
2020-04-19,[40 - 49],hospital,2,13
2020-04-19,[50 - 59],hospital,4,19
2020-04-19,[60 - 69],hospital,5,23
2020-04-19,[70 - 79],hospital,1,8
2020-04-19,80+,hospital,0,2
2020-04-19,[0 - 9],serious,NA,NA
2020-04-19,[10 - 19],serious,NA,NA
2020-04-19,[20 - 29],serious,NA,NA
2020-04-19,[30 - 39],serious,NA,NA
2020-04-19,[40 - 49],serious,NA,NA
2020-04-19,[50 - 59],serious,NA,NA
2020-04-19,[60 - 69],serious,NA,NA
2020-04-19,[70 - 79],serious,NA,NA
2020-04-19,80+,serious,NA,NA
2020-04-20,[0 - 9],cases,2,11
2020-04-20,[10 - 19],cases,9,43
2020-04-20,[20 - 29],cases,20,85
2020-04-20,[30 - 39],cases,24,101
2020-04-20,[40 - 49],cases,42,172
2020-04-20,[50 - 59],cases,32,134
2020-04-20,[60 - 69],cases,24,104
2020-04-20,[70 - 79],cases,4,22
2020-04-20,80+,cases,0,5
2020-04-20,[0 - 9],hospital,0,0
2020-04-20,[10 - 19],hospital,0,1
2020-04-20,[20 - 29],hospital,0,3
2020-04-20,[30 - 39],hospital,1,6
2020-04-20,[40 - 49],hospital,2,12
2020-04-20,[50 - 59],hospital,3,18
2020-04-20,[60 - 69],hospital,4,21
2020-04-20,[70 - 79],hospital,1,7
2020-04-20,80+,hospital,0,2
2020-04-20,[0 - 9],serious,NA,NA
2020-04-20,[10 - 19],serious,NA,NA
2020-04-20,[20 - 29],serious,NA,NA
2020-04-20,[30 - 39],serious,NA,NA
2020-04-20,[40 - 49],serious,NA,NA
2020-04-20,[50 - 59],serious,NA,NA
2020-04-20,[60 - 69],serious,NA,NA
2020-04-20,[70 - 79],serious,NA,NA
2020-04-20,80+,serious,NA,NA
2020-04-21,[0 - 9],cases,1,10
2020-04-21,[10 - 19],cases,8,40
2020-04-21,[20 - 29],cases,17,78
2020-04-21,[30 - 39],cases,21,94
2020-04-21,[40 - 49],cases,37,158
2020-04-21,[50 - 59],cases,28,124
2020-04-21,[60 - 69],cases,21,96
2020-04-21,[70 - 79],cases,4,21
2020-04-21,80+,cases,0,5
2020-04-21,[0 - 9],hospital,0,0
2020-04-21,[10 - 19],hospital,0,1
2020-04-21,[20 - 29],hospital,0,2
2020-04-21,[30 - 39],hospital,0,5
2020-04-21,[40 - 49],hospital,2,11
2020-04-21,[50 - 59],hospital,3,17
2020-04-21,[60 - 69],hospital,3,20
2020-04-21,[70 - 79],hospital,1,7
2020-04-21,80+,hospital,0,2
2020-04-21,[0 - 9],serious,NA,NA
2020-04-21,[10 - 19],serious,NA,NA
2020-04-21,[20 - 29],serious,NA,NA
2020-04-21,[30 - 39],serious,NA,NA
2020-04-21,[40 - 49],serious,NA,NA
2020-04-21,[50 - 59],serious,NA,NA
2020-04-21,[60 - 69],serious,NA,NA
2020-04-21,[70 - 79],serious,NA,NA
2020-04-21,80+,serious,NA,NA
2020-04-22,[0 - 9],cases,1,10
2020-04-22,[10 - 19],cases,7,36
2020-04-22,[20 - 29],cases,15,71
2020-04-22,[30 - 39],cases,18,85
2020-04-22,[40 - 49],cases,32,144
2020-04-22,[50 - 59],cases,24,113
2020-04-22,[60 - 69],cases,18,87
2020-04-22,[70 - 79],cases,3,19
2020-04-22,80+,cases,0,4
2020-04-22,[0 - 9],hospital,0,0
2020-04-22,[10 - 19],hospital,0,1
2020-04-22,[20 - 29],hospital,0,2
2020-04-22,[30 - 39],hospital,0,5
2020-04-22,[40 - 49],hospital,1,11
2020-04-22,[50 - 59],hospital,2,15
2020-04-22,[60 - 69],hospital,3,18
2020-04-22,[70 - 79],hospital,1,6
2020-04-22,80+,hospital,0,2
2020-04-22,[0 - 9],serious,NA,NA
2020-04-22,[10 - 19],serious,NA,NA
2020-04-22,[20 - 29],serious,NA,NA
2020-04-22,[30 - 39],serious,NA,NA
2020-04-22,[40 - 49],serious,NA,NA
2020-04-22,[50 - 59],serious,NA,NA
2020-04-22,[60 - 69],serious,NA,NA
2020-04-22,[70 - 79],serious,NA,NA
2020-04-22,80+,serious,NA,NA
2020-04-23,[0 - 9],cases,1,9
2020-04-23,[10 - 19],cases,6,33
2020-04-23,[20 - 29],cases,12,65
2020-04-23,[30 - 39],cases,15,78
2020-04-23,[40 - 49],cases,27,130
2020-04-23,[50 - 59],cases,21,102
2020-04-23,[60 - 69],cases,16,79
2020-04-23,[70 - 79],cases,3,17
2020-04-23,80+,cases,0,4
2020-04-23,[0 - 9],hospital,0,0
2020-04-23,[10 - 19],hospital,0,1
2020-04-23,[20 - 29],hospital,0,2
2020-04-23,[30 - 39],hospital,0,5
2020-04-23,[40 - 49],hospital,1,10
2020-04-23,[50 - 59],hospital,2,14
2020-04-23,[60 - 69],hospital,2,17
2020-04-23,[70 - 79],hospital,0,6
2020-04-23,80+,hospital,0,2
2020-04-23,[0 - 9],serious,NA,NA
2020-04-23,[10 - 19],serious,NA,NA
2020-04-23,[20 - 29],serious,NA,NA
2020-04-23,[30 - 39],serious,NA,NA
2020-04-23,[40 - 49],serious,NA,NA
2020-04-23,[50 - 59],serious,NA,NA
2020-04-23,[60 - 69],serious,NA,NA
2020-04-23,[70 - 79],serious,NA,NA
2020-04-23,80+,serious,NA,NA
2020-04-24,[0 - 9],cases,1,8
2020-04-24,[10 - 19],cases,5,30
2020-04-24,[20 - 29],cases,11,58
2020-04-24,[30 - 39],cases,13,69
2020-04-24,[40 - 49],cases,23,116
2020-04-24,[50 - 59],cases,18,91
2020-04-24,[60 - 69],cases,13,71
2020-04-24,[70 - 79],cases,2,16
2020-04-24,80+,cases,0,4
2020-04-24,[0 - 9],hospital,0,0
2020-04-24,[10 - 19],hospital,0,1
2020-04-24,[20 - 29],hospital,0,2
2020-04-24,[30 - 39],hospital,0,4
2020-04-24,[40 - 49],hospital,1,9
2020-04-24,[50 - 59],hospital,2,13
2020-04-24,[60 - 69],hospital,2,15
2020-04-24,[70 - 79],hospital,0,5
2020-04-24,80+,hospital,0,2
2020-04-24,[0 - 9],serious,NA,NA
2020-04-24,[10 - 19],serious,NA,NA
2020-04-24,[20 - 29],serious,NA,NA
2020-04-24,[30 - 39],serious,NA,NA
2020-04-24,[40 - 49],serious,NA,NA
2020-04-24,[50 - 59],serious,NA,NA
2020-04-24,[60 - 69],serious,NA,NA
2020-04-24,[70 - 79],serious,NA,NA
2020-04-24,80+,serious,NA,NA
2020-04-25,[0 - 9],cases,1,7
2020-04-25,[10 - 19],cases,4,27
2020-04-25,[20 - 29],cases,9,52
2020-04-25,[30 - 39],cases,11,62
2020-04-25,[40 - 49],cases,20,104
2020-04-25,[50 - 59],cases,15,81
2020-04-25,[60 - 69],cases,11,63
2020-04-25,[70 - 79],cases,2,14
2020-04-25,80+,cases,0,3
2020-04-25,[0 - 9],hospital,0,0
2020-04-25,[10 - 19],hospital,0,1
2020-04-25,[20 - 29],hospital,0,2
2020-04-25,[30 - 39],hospital,0,4
2020-04-25,[40 - 49],hospital,1,8
2020-04-25,[50 - 59],hospital,1,12
2020-04-25,[60 - 69],hospital,2,14
2020-04-25,[70 - 79],hospital,0,5
2020-04-25,80+,hospital,0,2
2020-04-25,[0 - 9],serious,NA,NA
2020-04-25,[10 - 19],serious,NA,NA
2020-04-25,[20 - 29],serious,NA,NA
2020-04-25,[30 - 39],serious,NA,NA
2020-04-25,[40 - 49],serious,NA,NA
2020-04-25,[50 - 59],serious,NA,NA
2020-04-25,[60 - 69],serious,NA,NA
2020-04-25,[70 - 79],serious,NA,NA
2020-04-25,80+,serious,NA,NA
2020-04-26,[0 - 9],cases,1,7
2020-04-26,[10 - 19],cases,3,24
2020-04-26,[20 - 29],cases,8,46
2020-04-26,[30 - 39],cases,9,54
2020-04-26,[40 - 49],cases,17,91
2020-04-26,[50 - 59],cases,13,72
2020-04-26,[60 - 69],cases,10,56
2020-04-26,[70 - 79],cases,2,13
2020-04-26,80+,cases,0,3
2020-04-26,[0 - 9],hospital,0,0
2020-04-26,[10 - 19],hospital,0,0
2020-04-26,[20 - 29],hospital,0,2
2020-04-26,[30 - 39],hospital,0,4
2020-04-26,[40 - 49],hospital,1,7
2020-04-26,[50 - 59],hospital,1,10
2020-04-26,[60 - 69],hospital,1,12
2020-04-26,[70 - 79],hospital,0,4
2020-04-26,80+,hospital,0,1
2020-04-26,[0 - 9],serious,NA,NA
2020-04-26,[10 - 19],serious,NA,NA
2020-04-26,[20 - 29],serious,NA,NA
2020-04-26,[30 - 39],serious,NA,NA
2020-04-26,[40 - 49],serious,NA,NA
2020-04-26,[50 - 59],serious,NA,NA
2020-04-26,[60 - 69],serious,NA,NA
2020-04-26,[70 - 79],serious,NA,NA
2020-04-26,80+,serious,NA,NA
2020-04-27,[0 - 9],cases,0,6
2020-04-27,[10 - 19],cases,3,21
2020-04-27,[20 - 29],cases,6,41
2020-04-27,[30 - 39],cases,8,48
2020-04-27,[40 - 49],cases,14,80
2020-04-27,[50 - 59],cases,11,63
2020-04-27,[60 - 69],cases,8,49
2020-04-27,[70 - 79],cases,1,11
2020-04-27,80+,cases,0,3
2020-04-27,[0 - 9],hospital,0,0
2020-04-27,[10 - 19],hospital,0,0
2020-04-27,[20 - 29],hospital,0,2
2020-04-27,[30 - 39],hospital,0,3
2020-04-27,[40 - 49],hospital,1,7
2020-04-27,[50 - 59],hospital,1,9
2020-04-27,[60 - 69],hospital,1,11
2020-04-27,[70 - 79],hospital,0,4
2020-04-27,80+,hospital,0,1
2020-04-27,[0 - 9],serious,NA,NA
2020-04-27,[10 - 19],serious,NA,NA
2020-04-27,[20 - 29],serious,NA,NA
2020-04-27,[30 - 39],serious,NA,NA
2020-04-27,[40 - 49],serious,NA,NA
2020-04-27,[50 - 59],serious,NA,NA
2020-04-27,[60 - 69],serious,NA,NA
2020-04-27,[70 - 79],serious,NA,NA
2020-04-27,80+,serious,NA,NA
2020-04-28,[0 - 9],cases,0,5
2020-04-28,[10 - 19],cases,3,19
2020-04-28,[20 - 29],cases,6,36
2020-04-28,[30 - 39],cases,7,42
2020-04-28,[40 - 49],cases,12,70
2020-04-28,[50 - 59],cases,9,55
2020-04-28,[60 - 69],cases,7,43
2020-04-28,[70 - 79],cases,1,10
2020-04-28,80+,cases,0,3
2020-04-28,[0 - 9],hospital,0,0
2020-04-28,[10 - 19],hospital,0,0
2020-04-28,[20 - 29],hospital,0,1
2020-04-28,[30 - 39],hospital,0,3
2020-04-28,[40 - 49],hospital,0,6
2020-04-28,[50 - 59],hospital,1,8
2020-04-28,[60 - 69],hospital,1,10
2020-04-28,[70 - 79],hospital,0,4
2020-04-28,80+,hospital,0,1
2020-04-28,[0 - 9],serious,NA,NA
2020-04-28,[10 - 19],serious,NA,NA
2020-04-28,[20 - 29],serious,NA,NA
2020-04-28,[30 - 39],serious,NA,NA
2020-04-28,[40 - 49],serious,NA,NA
2020-04-28,[50 - 59],serious,NA,NA
2020-04-28,[60 - 69],serious,NA,NA
2020-04-28,[70 - 79],serious,NA,NA
2020-04-28,80+,serious,NA,NA
